gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,team_alive,team_id,team_name,team_rating,team_region,team_seed,R64_picked,R32_picked,S16_picked,E8_picked,F4_picked,NCG_picked
mens,2018-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,276,Marshall,77.86,East,13,11.1%,2.7%,0.4%,0.1%,0.0%,0.0%
mens,2018-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,57,Florida,87.22,East,6,74.9%,26.0%,4.8%,1.6%,0.6%,0.3%
mens,2018-03-31,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2086,Butler,85.96,East,10,19.7%,3.4%,0.7%,0.2%,0.1%,0.0%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,258,Virginia,93.07,South,1,98.7%,94.1%,85.0%,61.9%,41.1%,27.1%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,156,Creighton,83.4,South,8,2.0%,0.8%,0.8%,0.3%,0.1%,0.1%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2166,Davidson,81.9,South,12,30.2%,3.6%,1.1%,0.2%,0.2%,0.1%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,Arizona,87.86,South,4,89.1%,57.1%,7.4%,3.0%,1.3%,0.6%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2390,Miami (FL),83.94,South,6,79.1%,33.7%,7.8%,2.7%,1.0%,0.6%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2750,Wright State,74.31,South,14,3.6%,1.4%,0.4%,0.2%,0.1%,0.0%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,251,Texas,82.9,South,10,22.8%,4.1%,1.1%,0.4%,0.2%,0.1%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2247,Georgia State,75.99,South,15,5.9%,1.8%,0.7%,0.2%,0.1%,0.0%
mens,2018-03-31,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2640,Texas Southern,69.4,West,16b,2.0%,0.9%,0.5%,0.4%,0.2%,0.1%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,142,Missouri,78.49,West,8,66.4%,7.5%,1.4%,0.5%,0.2%,0.1%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2571,South Dakota State,78.07,West,12,25.1%,2.8%,0.5%,0.3%,0.1%,0.1%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2430,North Carolina-Greensboro,78.03,West,13,2.1%,1.0%,0.4%,0.1%,0.1%,0.0%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,San Diego State,81.72,West,11,28.9%,3.8%,0.6%,0.3%,0.1%,0.0%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,149,Montana,76.79,West,14,2.6%,1.1%,0.4%,0.1%,0.1%,0.0%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2507,Providence,81.27,West,10,40.3%,5.7%,1.2%,0.3%,0.1%,0.0%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,288,Lipscomb,72.45,West,15,10.9%,1.4%,0.7%,0.2%,0.1%,0.0%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,219,Pennsylvania,75.55,Midwest,16,23.6%,3.4%,0.8%,0.3%,0.1%,0.1%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,152,North Carolina State,81.74,Midwest,9,38.0%,5.7%,1.2%,0.4%,0.1%,0.1%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,166,New Mexico State,79.79,Midwest,12,39.9%,4.9%,1.2%,0.4%,0.2%,0.1%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,232,College of Charleston,76.44,Midwest,13,2.9%,1.3%,0.3%,0.1%,0.1%,0.0%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2628,Texas Christian,84.84,Midwest,6,43.3%,5.9%,1.3%,0.4%,0.2%,0.1%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2083,Bucknell,78.25,Midwest,14,3.3%,1.5%,0.4%,0.1%,0.1%,0.0%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201,Oklahoma,82.1,Midwest,10,20.9%,4.8%,0.6%,0.4%,0.2%,0.1%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,314,Iona,74.79,Midwest,15,2.9%,1.3%,0.6%,0.1%,0.1%,0.0%
mens,2018-03-31,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2515,Radford,71.64,East,16b,1.7%,0.8%,0.5%,0.4%,0.2%,0.1%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,259,Virginia Tech,83.43,East,8,35.3%,7.1%,2.5%,0.7%,0.3%,0.2%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,93,Murray State,78.93,East,12,33.6%,4.5%,1.2%,0.2%,0.1%,0.0%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2724,Wichita State,87.97,East,4,88.9%,57.3%,15.7%,5.5%,0.9%,0.3%
mens,2018-03-31,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,179,St. Bonaventure,81.37,East,11a,28.8%,7.4%,2.0%,0.5%,0.2%,0.1%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2617,Stephen F. Austin,74.78,East,14,3.6%,1.5%,0.4%,0.2%,0.1%,0.0%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,Arkansas,83.29,East,7,69.9%,14.5%,5.2%,1.4%,0.4%,0.2%
mens,2018-03-31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2239,Cal State Fullerton,71.88,East,15,5.1%,1.6%,0.6%,0.2%,0.1%,0.0%
mens,2018-03-31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2428,North Carolina Central,65.3,West,16a,2.0%,0.9%,0.5%,0.4%,0.2%,0.1%
mens,2018-03-31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,Arizona State,81.26,Midwest,11a,56.8%,6.4%,1.5%,0.3%,0.2%,0.1%
mens,2018-03-31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2341,Long Island University,67.64,East,16a,1.7%,0.8%,0.5%,0.4%,0.2%,0.1%
mens,2018-03-31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,UCLA,83.22,East,11b,28.8%,7.4%,2.0%,0.5%,0.2%,0.1%
mens,2018-03-25,0,1.0,1.0,1.0,1.0,1.0,0.636472084637,0.455960298187,1,222,Villanova,96.53,East,1,98.3%,79.5%,69.4%,48.8%,20.2%,7.9%
mens,2018-03-25,0,1.0,1.0,1.0,1.0,1.0,0.694551853935,0.249781915682,1,130,Michigan,92.13,West,3,94.9%,63.4%,41.0%,11.6%,3.3%,1.5%
mens,2018-03-25,0,1.0,1.0,1.0,1.0,1.0,0.36352791536300005,0.225221476783,1,2305,Kansas,92.37,Midwest,1,98.0%,65.1%,29.2%,18.4%,13.5%,5.9%
mens,2018-03-25,0,1.0,1.0,1.0,1.0,1.0,0.305448146065,0.069036309347,1,2350,Loyola (IL),87.27,South,11,19.6%,3.4%,0.7%,0.2%,0.1%,0.1%
mens,2018-03-25,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,2306,Kansas State,87.4,South,9,68.7%,3.8%,1.9%,0.6%,0.3%,0.1%
mens,2018-03-25,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,52,Florida State,87.48,West,9,31.4%,3.9%,0.9%,0.3%,0.1%,0.1%
mens,2018-03-25,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,150,Duke,94.56,Midwest,2,96.7%,87.2%,49.6%,15.1%,9.9%,3.7%
mens,2018-03-25,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,2641,Texas Tech,89.19,East,3,94.4%,64.9%,32.0%,11.8%,3.2%,1.2%
mens,2018-03-25,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,96,Kentucky,90.54,South,5,77.2%,29.3%,3.7%,1.2%,0.4%,0.2%
mens,2018-03-25,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2440,Nevada,84.49,South,7,62.0%,12.2%,3.8%,1.0%,0.2%,0.1%
mens,2018-03-25,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2250,Gonzaga,90.07,West,4,96.5%,87.8%,57.8%,38.5%,22.3%,9.4%
mens,2018-03-25,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,245,Texas A&M,88.13,West,7,71.2%,20.6%,5.9%,1.6%,0.4%,0.2%
mens,2018-03-25,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,228,Clemson,87.57,Midwest,5,59.8%,7.2%,1.7%,0.6%,0.2%,0.1%
mens,2018-03-25,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,183,Syracuse,84.6,Midwest,11b,56.8%,6.4%,1.5%,0.3%,0.2%,0.1%
mens,2018-03-25,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,277,West Virginia,91.15,East,5,76.4%,25.4%,8.7%,2.2%,0.4%,0.2%
mens,2018-03-25,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2509,Purdue,89.95,East,2,97.4%,82.5%,48.6%,20.7%,5.7%,2.0%
mens,2018-03-25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2378,Maryland-Baltimore County,77.73,South,16,1.3%,0.7%,0.5%,0.3%,0.1%,0.1%
mens,2018-03-25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2084,Buffalo,83.38,South,13,5.6%,1.7%,0.4%,0.1%,0.1%,0.0%
mens,2018-03-25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2633,Tennessee,87.49,South,3,94.1%,68.9%,33.9%,12.4%,6.6%,3.6%
mens,2018-03-25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2132,Cincinnati,91.21,South,2,97.1%,81.0%,41.0%,16.9%,9.1%,5.3%
mens,2018-03-25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2752,Xavier,88.91,West,1,98.0%,89.1%,33.5%,22.0%,6.9%,3.8%
mens,2018-03-25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,194,Ohio State,86.03,West,5,71.1%,11.2%,4.6%,1.4%,0.4%,0.2%
mens,2018-03-25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,248,Houston,86.5,West,6,80.4%,31.3%,10.5%,4.1%,2.1%,1.1%
mens,2018-03-25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,153,North Carolina,90.7,West,2,96.5%,71.7%,35.1%,9.6%,2.6%,1.2%
mens,2018-03-25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2550,Seton Hall,85.95,Midwest,8,80.3%,33.9%,9.5%,3.3%,1.2%,0.4%
mens,2018-03-25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,Auburn,84.29,Midwest,4,97.1%,87.9%,58.9%,47.1%,28.0%,14.6%
mens,2018-03-25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,127,Michigan State,91.75,Midwest,3,97.9%,84.7%,52.1%,20.8%,12.1%,5.5%
mens,2018-03-25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,227,Rhode Island,83.75,Midwest,7,60.1%,4.5%,2.0%,0.6%,0.3%,0.1%
mens,2018-03-25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,333,Alabama,83.03,East,9,64.7%,15.2%,11.2%,4.2%,1.4%,0.8%
mens,2018-03-25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,276,Marshall,77.86,East,13,11.1%,2.7%,0.4%,0.1%,0.0%,0.0%
mens,2018-03-25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,57,Florida,87.22,East,6,74.9%,26.0%,4.8%,1.6%,0.6%,0.3%
mens,2018-03-25,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2086,Butler,85.96,East,10,19.7%,3.4%,0.7%,0.2%,0.1%,0.0%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,258,Virginia,93.07,South,1,98.7%,94.1%,85.0%,61.9%,41.1%,27.1%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,156,Creighton,83.4,South,8,2.0%,0.8%,0.8%,0.3%,0.1%,0.1%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2166,Davidson,81.9,South,12,30.2%,3.6%,1.1%,0.2%,0.2%,0.1%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,Arizona,87.86,South,4,89.1%,57.1%,7.4%,3.0%,1.3%,0.6%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2390,Miami (FL),83.94,South,6,79.1%,33.7%,7.8%,2.7%,1.0%,0.6%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2750,Wright State,74.31,South,14,3.6%,1.4%,0.4%,0.2%,0.1%,0.0%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,251,Texas,82.9,South,10,22.8%,4.1%,1.1%,0.4%,0.2%,0.1%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2247,Georgia State,75.99,South,15,5.9%,1.8%,0.7%,0.2%,0.1%,0.0%
mens,2018-03-25,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2640,Texas Southern,69.4,West,16b,2.0%,0.9%,0.5%,0.4%,0.2%,0.1%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,142,Missouri,78.49,West,8,66.4%,7.5%,1.4%,0.5%,0.2%,0.1%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2571,South Dakota State,78.07,West,12,25.1%,2.8%,0.5%,0.3%,0.1%,0.1%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2430,North Carolina-Greensboro,78.03,West,13,2.1%,1.0%,0.4%,0.1%,0.1%,0.0%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,San Diego State,81.72,West,11,28.9%,3.8%,0.6%,0.3%,0.1%,0.0%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,149,Montana,76.79,West,14,2.6%,1.1%,0.4%,0.1%,0.1%,0.0%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2507,Providence,81.27,West,10,40.3%,5.7%,1.2%,0.3%,0.1%,0.0%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,288,Lipscomb,72.45,West,15,10.9%,1.4%,0.7%,0.2%,0.1%,0.0%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,219,Pennsylvania,75.55,Midwest,16,23.6%,3.4%,0.8%,0.3%,0.1%,0.1%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,152,North Carolina State,81.74,Midwest,9,38.0%,5.7%,1.2%,0.4%,0.1%,0.1%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,166,New Mexico State,79.79,Midwest,12,39.9%,4.9%,1.2%,0.4%,0.2%,0.1%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,232,College of Charleston,76.44,Midwest,13,2.9%,1.3%,0.3%,0.1%,0.1%,0.0%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2628,Texas Christian,84.84,Midwest,6,43.3%,5.9%,1.3%,0.4%,0.2%,0.1%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2083,Bucknell,78.25,Midwest,14,3.3%,1.5%,0.4%,0.1%,0.1%,0.0%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,201,Oklahoma,82.1,Midwest,10,20.9%,4.8%,0.6%,0.4%,0.2%,0.1%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,314,Iona,74.79,Midwest,15,2.9%,1.3%,0.6%,0.1%,0.1%,0.0%
mens,2018-03-25,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2515,Radford,71.64,East,16b,1.7%,0.8%,0.5%,0.4%,0.2%,0.1%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,259,Virginia Tech,83.43,East,8,35.3%,7.1%,2.5%,0.7%,0.3%,0.2%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,93,Murray State,78.93,East,12,33.6%,4.5%,1.2%,0.2%,0.1%,0.0%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2724,Wichita State,87.97,East,4,88.9%,57.3%,15.7%,5.5%,0.9%,0.3%
mens,2018-03-25,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,179,St. Bonaventure,81.37,East,11a,28.8%,7.4%,2.0%,0.5%,0.2%,0.1%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2617,Stephen F. Austin,74.78,East,14,3.6%,1.5%,0.4%,0.2%,0.1%,0.0%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,Arkansas,83.29,East,7,69.9%,14.5%,5.2%,1.4%,0.4%,0.2%
mens,2018-03-25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2239,Cal State Fullerton,71.88,East,15,5.1%,1.6%,0.6%,0.2%,0.1%,0.0%
mens,2018-03-25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2428,North Carolina Central,65.3,West,16a,2.0%,0.9%,0.5%,0.4%,0.2%,0.1%
mens,2018-03-25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,Arizona State,81.26,Midwest,11a,56.8%,6.4%,1.5%,0.3%,0.2%,0.1%
mens,2018-03-25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2341,Long Island University,67.64,East,16a,1.7%,0.8%,0.5%,0.4%,0.2%,0.1%
mens,2018-03-25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,UCLA,83.22,East,11b,28.8%,7.4%,2.0%,0.5%,0.2%,0.1%
mens,2018-03-24,0,1.0,1.0,1.0,1.0,0.828309806184,0.464157617276,0.335106438948,1,222,Villanova,96.11,East,1,98.3%,79.5%,69.4%,48.8%,20.2%,7.9%
mens,2018-03-24,0,1.0,1.0,1.0,1.0,1.0,0.694551853935,0.24016180431999995,1,130,Michigan,92.13,West,3,94.9%,63.4%,41.0%,11.6%,3.3%,1.5%
mens,2018-03-24,0,1.0,1.0,1.0,1.0,0.542879858952,0.27223183269400003,0.192137194783,1,150,Duke,94.56,Midwest,2,96.7%,87.2%,49.6%,15.1%,9.9%,3.7%
mens,2018-03-24,0,1.0,1.0,1.0,1.0,0.45712014104800003,0.1952060411,0.12631683592,1,2305,Kansas,91.93,Midwest,1,98.0%,65.1%,29.2%,18.4%,13.5%,5.9%
mens,2018-03-24,0,1.0,1.0,1.0,1.0,1.0,0.305448146065,0.065757118598,1,2350,Loyola (IL),87.27,South,11,19.6%,3.4%,0.7%,0.2%,0.1%,0.1%
mens,2018-03-24,0,1.0,1.0,1.0,1.0,0.171690193816,0.068404508931,0.040520607431,1,2641,Texas Tech,89.19,East,3,94.4%,64.9%,32.0%,11.8%,3.2%,1.2%
mens,2018-03-24,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,2306,Kansas State,87.4,South,9,68.7%,3.8%,1.9%,0.6%,0.3%,0.1%
mens,2018-03-24,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,52,Florida State,87.48,West,9,31.4%,3.9%,0.9%,0.3%,0.1%,0.1%
mens,2018-03-24,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,96,Kentucky,90.54,South,5,77.2%,29.3%,3.7%,1.2%,0.4%,0.2%
mens,2018-03-24,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2440,Nevada,84.49,South,7,62.0%,12.2%,3.8%,1.0%,0.2%,0.1%
mens,2018-03-24,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2250,Gonzaga,90.07,West,4,96.5%,87.8%,57.8%,38.5%,22.3%,9.4%
mens,2018-03-24,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,245,Texas A&M,88.13,West,7,71.2%,20.6%,5.9%,1.6%,0.4%,0.2%
mens,2018-03-24,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,228,Clemson,87.57,Midwest,5,59.8%,7.2%,1.7%,0.6%,0.2%,0.1%
mens,2018-03-24,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,183,Syracuse,84.6,Midwest,11b,56.8%,6.4%,1.5%,0.3%,0.2%,0.1%
mens,2018-03-24,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,277,West Virginia,91.15,East,5,76.4%,25.4%,8.7%,2.2%,0.4%,0.2%
mens,2018-03-24,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2509,Purdue,89.95,East,2,97.4%,82.5%,48.6%,20.7%,5.7%,2.0%
